Total_Permits_Group,PredictedProb,LL,UL,Grouping_Var,Grouping
346,0.088332932,0.061019672,0.127061361,No Change,Relationship_Status
353,0.105982496,0.064041508,0.170065929,No Change,Relationship_Status
360,0.1108125,0.076589683,0.157488223,No Change,Relationship_Status
367,0.080909498,0.050339143,0.129210036,No Change,Relationship_Status
374,0.078808669,0.047780633,0.12831214,No Change,Relationship_Status
381,0.097662917,0.066826536,0.140408882,No Change,Relationship_Status
388,0.093448978,0.064624997,0.133369112,No Change,Relationship_Status
395,0.090467542,0.06145808,0.132257431,No Change,Relationship_Status
402,0.06832238,0.046379338,0.099640014,No Change,Relationship_Status
409,0.099263662,0.066660973,0.145018913,No Change,Relationship_Status
416,0.087581294,0.058150949,0.130286347,No Change,Relationship_Status
423,0.085336915,0.057783606,0.124097551,No Change,Relationship_Status
430,0.084085615,0.057268256,0.123455372,No Change,Relationship_Status
437,0.075374217,0.054010647,0.104327662,No Change,Relationship_Status
444,0.069264627,0.044102911,0.107631666,No Change,Relationship_Status
451,0.100941358,0.062980437,0.158666335,No Change,Relationship_Status
458,0.074591773,0.047236865,0.115630245,No Change,Relationship_Status
465,0.113135528,0.076344982,0.164413949,No Change,Relationship_Status
472,0.056557701,0.035424511,0.089807471,No Change,Relationship_Status
479,0.07678965,0.045608626,0.127045961,No Change,Relationship_Status
486,0.06337632,0.039540536,0.100082088,No Change,Relationship_Status
493,0.08068594,0.05129584,0.124772849,No Change,Relationship_Status
500,0.078928303,0.048228944,0.126757785,No Change,Relationship_Status
507,0.102500657,0.06279115,0.164239108,No Change,Relationship_Status
514,0.075845882,0.03890404,0.148640601,No Change,Relationship_Status
521,0.094399158,0.062030139,0.141319015,No Change,Relationship_Status
528,0.067711388,0.041602378,0.108572971,No Change,Relationship_Status
535,0.067228314,0.032085387,0.137710495,No Change,Relationship_Status
542,0.084778488,0.049862276,0.1406379,No Change,Relationship_Status
549,0.054102428,0.032497414,0.088602483,No Change,Relationship_Status
556,0.051779102,0.031359672,0.085625031,No Change,Relationship_Status
563,0.069422977,0.040706865,0.116113835,No Change,Relationship_Status
570,0.073368195,0.043162834,0.122333415,No Change,Relationship_Status
577,0.095254063,0.059734506,0.149873404,No Change,Relationship_Status
584,0.122313245,0.063364316,0.223043886,No Change,Relationship_Status
591,0.071146971,0.042189708,0.118001409,No Change,Relationship_Status
598,0.093135318,0.056014704,0.150823073,No Change,Relationship_Status
605,0.139134796,0.089893221,0.210652974,No Change,Relationship_Status
612,0.094197468,0.058065186,0.14923973,No Change,Relationship_Status
619,0.063439447,0.035512277,0.110906563,No Change,Relationship_Status
626,0.124143676,0.073806148,0.203883521,No Change,Relationship_Status
633,0.061130736,0.036714646,0.099804495,No Change,Relationship_Status
640,0.040940781,0.024876969,0.067475733,No Change,Relationship_Status
647,0.045639732,0.026004777,0.079189919,No Change,Relationship_Status
654,0.073624507,0.042404066,0.125564657,No Change,Relationship_Status
661,0.13153006,0.074141544,0.221433887,No Change,Relationship_Status
668,0.055626036,0.035440271,0.086988463,No Change,Relationship_Status
675,0.106524636,0.062521592,0.179265351,No Change,Relationship_Status
682,0.11161724,0.071568901,0.167977876,No Change,Relationship_Status
689,0.084190983,0.050637292,0.136775084,No Change,Relationship_Status
696,0.070755028,0.044414782,0.110924611,No Change,Relationship_Status
703,0.082452595,0.053539249,0.125005135,No Change,Relationship_Status
710,0.141370597,0.086755561,0.222260143,No Change,Relationship_Status
717,0.064138313,0.040654514,0.099788693,No Change,Relationship_Status
724,0.071430649,0.044580916,0.111687314,No Change,Relationship_Status
731,0.061028956,0.039720411,0.092695036,No Change,Relationship_Status
738,0.055805363,0.035942507,0.085669565,No Change,Relationship_Status
745,0.049436688,0.03086355,0.078283968,No Change,Relationship_Status
752,0.109872897,0.068888303,0.170288138,No Change,Relationship_Status
759,0.144708664,0.093005209,0.218009587,No Change,Relationship_Status
766,0.080835163,0.043404703,0.149644075,No Change,Relationship_Status
773,0.162286458,0.080595132,0.29978161,No Change,Relationship_Status
780,0.086657798,0.052019644,0.14093148,No Change,Relationship_Status
787,0.080336237,0.04741531,0.133355904,No Change,Relationship_Status
794,0.10223312,0.061553766,0.166595498,No Change,Relationship_Status
801,0.054368986,0.033611564,0.086807455,No Change,Relationship_Status
808,0.080212716,0.048276134,0.130876028,No Change,Relationship_Status
815,0.104245664,0.061067749,0.172406163,No Change,Relationship_Status
843,0.082287595,0.046945791,0.140318257,No Change,Relationship_Status
850,0.095525395,0.055716684,0.162452723,No Change,Relationship_Status
885,0.069413706,0.035760014,0.130812252,No Change,Relationship_Status
899,0.08368996,0.045976902,0.149385036,No Change,Relationship_Status
948,0.248904632,0.123007767,0.439134598,No Change,Relationship_Status
1011,0.06826408,0.034353074,0.131104896,No Change,Relationship_Status
1032,0.205627358,0.102214181,0.370049299,No Change,Relationship_Status
1228,0.286432795,0.105980209,0.576135775,No Change,Relationship_Status
1270,0.376932419,0.143536215,0.685905616,No Change,Relationship_Status
1284,0.400649918,0.165652217,0.692355718,No Change,Relationship_Status
NA,0.253440728,0.073892088,0.590901877,No Change,Relationship_Status
3,0.242717936,0.139033573,0.387199648,Got Divorced,Relationship_Status
10,0.222974836,0.128473784,0.357953124,Got Divorced,Relationship_Status
17,0.272252714,0.15879893,0.425739775,Got Divorced,Relationship_Status
31,0.209004847,0.120670918,0.33720454,Got Divorced,Relationship_Status
38,0.170629755,0.097214666,0.282158856,Got Divorced,Relationship_Status
45,0.28682239,0.166774952,0.446931585,Got Divorced,Relationship_Status
52,0.210299958,0.12313611,0.334380529,Got Divorced,Relationship_Status
59,0.250672312,0.149259004,0.389447548,Got Divorced,Relationship_Status
66,0.305299351,0.184513796,0.459245489,Got Divorced,Relationship_Status
73,0.254987541,0.146813277,0.404425557,Got Divorced,Relationship_Status
80,0.212745081,0.123268032,0.34183804,Got Divorced,Relationship_Status
87,0.266245751,0.153040778,0.422557729,Got Divorced,Relationship_Status
94,0.206792521,0.114838032,0.343780995,Got Divorced,Relationship_Status
101,0.252581771,0.144323663,0.402562024,Got Divorced,Relationship_Status
108,0.167753,0.093771065,0.281901611,Got Divorced,Relationship_Status
115,0.255859879,0.149825371,0.400339618,Got Divorced,Relationship_Status
122,0.185607767,0.10738802,0.299938075,Got Divorced,Relationship_Status
129,0.238216305,0.133287996,0.385804642,Got Divorced,Relationship_Status
143,0.170431472,0.08479383,0.310943696,Got Divorced,Relationship_Status
150,0.197694237,0.11373898,0.321013691,Got Divorced,Relationship_Status
157,0.204208243,0.11746793,0.33097806,Got Divorced,Relationship_Status
164,0.219170043,0.123942331,0.357690198,Got Divorced,Relationship_Status
171,0.188184315,0.089265047,0.360540251,Got Divorced,Relationship_Status
206,0.118064504,0.063624726,0.208702956,Got Divorced,Relationship_Status
227,0.133536388,0.06658178,0.249801767,Got Divorced,Relationship_Status
234,0.122041604,0.06707792,0.21181699,Got Divorced,Relationship_Status
332,0.169264689,0.088871036,0.298553203,Got Divorced,Relationship_Status
3,0.149946081,0.08108446,0.258882371,Got Married,Relationship_Status
10,0.170708592,0.09359585,0.290959606,Got Married,Relationship_Status
17,0.106731389,0.057161825,0.190596999,Got Married,Relationship_Status
31,0.132821136,0.070908058,0.234720751,Got Married,Relationship_Status
38,0.198133357,0.110076039,0.330474588,Got Married,Relationship_Status
45,0.211010731,0.119138626,0.345913621,Got Married,Relationship_Status
52,0.16812042,0.086769645,0.299245969,Got Married,Relationship_Status
59,0.186177253,0.107795264,0.300110847,Got Married,Relationship_Status
66,0.190218868,0.103441417,0.322500044,Got Married,Relationship_Status
73,0.166466355,0.08927607,0.288768846,Got Married,Relationship_Status
80,0.173651933,0.090706693,0.301513654,Got Married,Relationship_Status
87,0.108049035,0.056420432,0.196217046,Got Married,Relationship_Status
94,0.193115928,0.106967001,0.323546943,Got Married,Relationship_Status
101,0.13719518,0.07302432,0.243230888,Got Married,Relationship_Status
108,0.160910304,0.087848156,0.274833451,Got Married,Relationship_Status
115,0.18165408,0.095046354,0.317857669,Got Married,Relationship_Status
122,0.131871843,0.069222695,0.236022619,Got Married,Relationship_Status
129,0.141751447,0.077125593,0.245669252,Got Married,Relationship_Status
136,0.12466429,0.067167321,0.219432218,Got Married,Relationship_Status
143,0.127277743,0.07056855,0.218267838,Got Married,Relationship_Status
150,0.130331499,0.068685718,0.233436705,Got Married,Relationship_Status
164,0.131506875,0.071375365,0.229365163,Got Married,Relationship_Status
185,0.241467908,0.135026548,0.393632224,Got Married,Relationship_Status
192,0.095804977,0.050024116,0.175732889,Got Married,Relationship_Status
206,0.083960303,0.044217805,0.153679523,Got Married,Relationship_Status
227,0.062806942,0.03160775,0.120955534,Got Married,Relationship_Status
255,0.11253211,0.055619914,0.213617393,Got Married,Relationship_Status
283,0.170256568,0.088517995,0.302429785,Got Married,Relationship_Status
353,0.141187634,0.072015853,0.258305761,Got Married,Relationship_Status
661,0.266102481,0.142421183,0.441851439,Got Married,Relationship_Status
3,0.140892481,0.102075712,0.194455009,No Change,Dependent_Status
10,0.127989772,0.092125895,0.176160398,No Change,Dependent_Status
17,0.12606021,0.092019533,0.171110609,No Change,Dependent_Status
24,0.110820841,0.082433182,0.148849984,No Change,Dependent_Status
31,0.123433754,0.09459972,0.160414284,No Change,Dependent_Status
38,0.120035111,0.089914245,0.160553215,No Change,Dependent_Status
45,0.115692224,0.088790479,0.150028217,No Change,Dependent_Status
52,0.119554416,0.090835238,0.156747304,No Change,Dependent_Status
59,0.117176934,0.089653438,0.152656365,No Change,Dependent_Status
66,0.118352429,0.089810601,0.156388496,No Change,Dependent_Status
73,0.114773761,0.088089004,0.150025077,No Change,Dependent_Status
80,0.113377932,0.08620391,0.148893054,No Change,Dependent_Status
87,0.114524223,0.088119502,0.148444689,No Change,Dependent_Status
94,0.118985591,0.091065768,0.154942627,No Change,Dependent_Status
101,0.11593623,0.089129957,0.150523419,No Change,Dependent_Status
108,0.11628441,0.08917964,0.15175924,No Change,Dependent_Status
115,0.115338492,0.088780381,0.150521048,No Change,Dependent_Status
122,0.110347885,0.084280252,0.144723233,No Change,Dependent_Status
129,0.117966212,0.089848668,0.154802887,No Change,Dependent_Status
136,0.101667672,0.077909596,0.132893429,No Change,Dependent_Status
143,0.11332468,0.087138204,0.147642004,No Change,Dependent_Status
150,0.113278356,0.085758736,0.14941008,No Change,Dependent_Status
157,0.108966,0.082566081,0.143404285,No Change,Dependent_Status
164,0.100487845,0.073467662,0.139673756,No Change,Dependent_Status
171,0.110714478,0.082428546,0.149178744,No Change,Dependent_Status
178,0.098809547,0.073687156,0.132043935,No Change,Dependent_Status
185,0.095749059,0.070215224,0.129392377,No Change,Dependent_Status
192,0.096505545,0.066493355,0.139173027,No Change,Dependent_Status
199,0.081774784,0.058560131,0.113862503,No Change,Dependent_Status
206,0.081052485,0.056119997,0.117390706,No Change,Dependent_Status
213,0.096155829,0.068532609,0.133679016,No Change,Dependent_Status
220,0.093366093,0.068547835,0.126644016,No Change,Dependent_Status
227,0.091830585,0.06415626,0.131549673,No Change,Dependent_Status
234,0.094451914,0.067810441,0.130416219,No Change,Dependent_Status
241,0.11157409,0.082768668,0.148891446,No Change,Dependent_Status
248,0.101921063,0.074773926,0.137542596,No Change,Dependent_Status
255,0.102628866,0.071802239,0.145610114,No Change,Dependent_Status
262,0.097506594,0.070210225,0.134469198,No Change,Dependent_Status
269,0.088764615,0.063767495,0.122349958,No Change,Dependent_Status
276,0.093923026,0.068080994,0.128258724,No Change,Dependent_Status
283,0.073716398,0.051130188,0.106908623,No Change,Dependent_Status
290,0.081831883,0.058853117,0.112674207,No Change,Dependent_Status
297,0.076807007,0.055239553,0.105725683,No Change,Dependent_Status
304,0.069214897,0.04678678,0.101323002,No Change,Dependent_Status
311,0.077783452,0.054539847,0.109763715,No Change,Dependent_Status
318,0.057767653,0.038002316,0.088422066,No Change,Dependent_Status
325,0.079602186,0.053217178,0.118863387,No Change,Dependent_Status
332,0.095335299,0.064425307,0.139437719,No Change,Dependent_Status
339,0.087006186,0.063006357,0.118854381,No Change,Dependent_Status
346,0.088332932,0.061019672,0.127061361,No Change,Dependent_Status
353,0.108916257,0.064706037,0.177419249,No Change,Dependent_Status
360,0.1108125,0.076589683,0.157488223,No Change,Dependent_Status
367,0.080909498,0.050339143,0.129210036,No Change,Dependent_Status
374,0.078628304,0.047721441,0.12796744,No Change,Dependent_Status
381,0.139358598,0.097185011,0.195843599,No Change,Dependent_Status
388,0.092617699,0.064563709,0.131161216,No Change,Dependent_Status
395,0.092800011,0.063789771,0.134087005,No Change,Dependent_Status
402,0.06832238,0.046379338,0.099640014,No Change,Dependent_Status
409,0.099490736,0.066851376,0.145234871,No Change,Dependent_Status
416,0.087276262,0.059045483,0.127212253,No Change,Dependent_Status
423,0.085336915,0.057783606,0.124097551,No Change,Dependent_Status
430,0.084085615,0.057268256,0.123455372,No Change,Dependent_Status
437,0.075374217,0.054010647,0.104327662,No Change,Dependent_Status
444,0.070982601,0.045223499,0.110269948,No Change,Dependent_Status
451,0.089355866,0.056282163,0.14051084,No Change,Dependent_Status
458,0.074163245,0.047130956,0.114550846,No Change,Dependent_Status
465,0.104405013,0.071450448,0.150276736,No Change,Dependent_Status
472,0.056557701,0.035424511,0.089807471,No Change,Dependent_Status
479,0.071017477,0.043539843,0.114312678,No Change,Dependent_Status
486,0.06337632,0.039540536,0.100082088,No Change,Dependent_Status
493,0.08068594,0.05129584,0.124772849,No Change,Dependent_Status
500,0.064022409,0.040276734,0.101017437,No Change,Dependent_Status
507,0.102500657,0.06279115,0.164239108,No Change,Dependent_Status
514,0.072631575,0.036494651,0.145795449,No Change,Dependent_Status
521,0.11450997,0.076844548,0.167358882,No Change,Dependent_Status
528,0.067711388,0.041602378,0.108572971,No Change,Dependent_Status
535,0.057922568,0.027130836,0.122325101,No Change,Dependent_Status
542,0.084778488,0.049862276,0.1406379,No Change,Dependent_Status
549,0.054102428,0.032497414,0.088602483,No Change,Dependent_Status
556,0.051779102,0.031359672,0.085625031,No Change,Dependent_Status
563,0.07442303,0.04415012,0.122787775,No Change,Dependent_Status
570,0.072060791,0.044382832,0.114606615,No Change,Dependent_Status
577,0.095254063,0.059734506,0.149873404,No Change,Dependent_Status
584,0.122313245,0.063364316,0.223043886,No Change,Dependent_Status
591,0.071146971,0.042189708,0.118001409,No Change,Dependent_Status
598,0.093135318,0.056014704,0.150823073,No Change,Dependent_Status
605,0.16248102,0.108014895,0.237503437,No Change,Dependent_Status
612,0.094197468,0.058065186,0.14923973,No Change,Dependent_Status
619,0.065344005,0.037000124,0.112872416,No Change,Dependent_Status
626,0.116877556,0.074636038,0.178753502,No Change,Dependent_Status
633,0.061130736,0.036714646,0.099804495,No Change,Dependent_Status
640,0.040940781,0.024876969,0.067475733,No Change,Dependent_Status
647,0.045639732,0.026004777,0.079189919,No Change,Dependent_Status
654,0.073624507,0.042404066,0.125564657,No Change,Dependent_Status
661,0.183214215,0.102137098,0.303749141,No Change,Dependent_Status
668,0.055626036,0.035440271,0.086988463,No Change,Dependent_Status
675,0.106524636,0.062521592,0.179265351,No Change,Dependent_Status
682,0.11161724,0.071568901,0.167977876,No Change,Dependent_Status
689,0.084190983,0.050637292,0.136775084,No Change,Dependent_Status
696,0.070755028,0.044414782,0.110924611,No Change,Dependent_Status
703,0.087652895,0.057488821,0.131437017,No Change,Dependent_Status
710,0.141370597,0.086755561,0.222260143,No Change,Dependent_Status
717,0.064138313,0.040654514,0.099788693,No Change,Dependent_Status
724,0.071430649,0.044580916,0.111687314,No Change,Dependent_Status
731,0.060343487,0.039574552,0.090965498,No Change,Dependent_Status
738,0.055805363,0.035942507,0.085669565,No Change,Dependent_Status
745,0.049436688,0.03086355,0.078283968,No Change,Dependent_Status
752,0.109872897,0.068888303,0.170288138,No Change,Dependent_Status
759,0.144708664,0.093005209,0.218009587,No Change,Dependent_Status
766,0.080835163,0.043404703,0.149644075,No Change,Dependent_Status
773,0.162286458,0.080595132,0.29978161,No Change,Dependent_Status
780,0.086657798,0.052019644,0.14093148,No Change,Dependent_Status
787,0.077400222,0.04805684,0.122320711,No Change,Dependent_Status
794,0.10223312,0.061553766,0.166595498,No Change,Dependent_Status
801,0.054368986,0.033611564,0.086807455,No Change,Dependent_Status
808,0.080212716,0.048276134,0.130876028,No Change,Dependent_Status
815,0.104245664,0.061067749,0.172406163,No Change,Dependent_Status
843,0.082287595,0.046945791,0.140318257,No Change,Dependent_Status
850,0.095917804,0.055626871,0.165621411,No Change,Dependent_Status
885,0.069413706,0.035760014,0.130812252,No Change,Dependent_Status
899,0.08368996,0.045976902,0.149385036,No Change,Dependent_Status
948,0.248904632,0.123007767,0.439134598,No Change,Dependent_Status
1011,0.06826408,0.034353074,0.131104896,No Change,Dependent_Status
1032,0.205627358,0.102214181,0.370049299,No Change,Dependent_Status
1228,0.286432795,0.105980209,0.576135775,No Change,Dependent_Status
1270,0.376932419,0.143536215,0.685905616,No Change,Dependent_Status
1284,0.400649918,0.165652217,0.692355718,No Change,Dependent_Status
NA,0.253440728,0.073892088,0.590901877,No Change,Dependent_Status
3,0.157833814,0.102510799,0.234161153,Empty Nester,Dependent_Status
10,0.166907756,0.115995572,0.234265459,Empty Nester,Dependent_Status
24,0.127278123,0.08198889,0.192342752,Empty Nester,Dependent_Status
38,0.125999252,0.087235274,0.178811942,Empty Nester,Dependent_Status
45,0.104699006,0.073416188,0.147293232,Empty Nester,Dependent_Status
52,0.13520066,0.096432175,0.187975913,Empty Nester,Dependent_Status
59,0.123655311,0.084147681,0.190394015,Empty Nester,Dependent_Status
66,0.129839049,0.085146553,0.191963665,Empty Nester,Dependent_Status
73,0.12846004,0.090722691,0.178900321,Empty Nester,Dependent_Status
80,0.11171833,0.076305233,0.162167831,Empty Nester,Dependent_Status
87,0.116861746,0.080773541,0.166570563,Empty Nester,Dependent_Status
94,0.121058079,0.081914286,0.175883282,Empty Nester,Dependent_Status
101,0.129305998,0.088662277,0.184826622,Empty Nester,Dependent_Status
108,0.121271833,0.083112658,0.17489081,Empty Nester,Dependent_Status
115,0.138005591,0.094359939,0.197724916,Empty Nester,Dependent_Status
122,0.108598465,0.07751997,0.150206017,Empty Nester,Dependent_Status
129,0.121887457,0.083399851,0.174749359,Empty Nester,Dependent_Status
136,0.10264441,0.070741552,0.147314017,Empty Nester,Dependent_Status
143,0.121999792,0.083504452,0.175652156,Empty Nester,Dependent_Status
150,0.109792444,0.076997144,0.154168404,Empty Nester,Dependent_Status
157,0.11357395,0.074556123,0.175273375,Empty Nester,Dependent_Status
164,0.125395563,0.084379995,0.184680498,Empty Nester,Dependent_Status
171,0.104418638,0.062510043,0.168487694,Empty Nester,Dependent_Status
178,0.113779771,0.078623561,0.16209278,Empty Nester,Dependent_Status
192,0.072314913,0.0472707,0.108990459,Empty Nester,Dependent_Status
199,0.086434003,0.057292102,0.128374863,Empty Nester,Dependent_Status
206,0.088598558,0.059474999,0.13019502,Empty Nester,Dependent_Status
213,0.115119835,0.076269553,0.170115247,Empty Nester,Dependent_Status
220,0.144960022,0.102555697,0.20097119,Empty Nester,Dependent_Status
234,0.118484937,0.080838527,0.17045941,Empty Nester,Dependent_Status
241,0.149084195,0.10219358,0.212513279,Empty Nester,Dependent_Status
248,0.085473519,0.05412452,0.132399967,Empty Nester,Dependent_Status
255,0.106271807,0.073491868,0.151285346,Empty Nester,Dependent_Status
262,0.091360535,0.060705663,0.135266124,Empty Nester,Dependent_Status
269,0.08938442,0.058290773,0.134691846,Empty Nester,Dependent_Status
276,0.100036507,0.065480653,0.150270618,Empty Nester,Dependent_Status
283,0.170256568,0.088517995,0.302429785,Empty Nester,Dependent_Status
297,0.025353695,0.011573694,0.054633733,Empty Nester,Dependent_Status
304,0.075092388,0.047588554,0.1165469,Empty Nester,Dependent_Status
325,0.082767748,0.05060298,0.132523561,Empty Nester,Dependent_Status
332,0.072585932,0.046787373,0.110953987,Empty Nester,Dependent_Status
381,0.055967236,0.036468061,0.084974166,Empty Nester,Dependent_Status
388,0.103424334,0.065360459,0.15986386,Empty Nester,Dependent_Status
395,0.074140265,0.045136248,0.119450411,Empty Nester,Dependent_Status
409,0.097219999,0.064947352,0.143075293,Empty Nester,Dependent_Status
416,0.090631611,0.049205613,0.161027291,Empty Nester,Dependent_Status
444,0.058956782,0.037379381,0.091801974,Empty Nester,Dependent_Status
451,0.083415086,0.049454692,0.137326834,Empty Nester,Dependent_Status
458,0.076734414,0.04776641,0.12102724,Empty Nester,Dependent_Status
465,0.182979648,0.115501247,0.277511654,Empty Nester,Dependent_Status
479,0.099878344,0.053883758,0.177979092,Empty Nester,Dependent_Status
521,0.054177535,0.032401322,0.089239282,Empty Nester,Dependent_Status
563,0.039422662,0.020047341,0.076070194,Empty Nester,Dependent_Status
570,0.077769224,0.039218546,0.14836252,Empty Nester,Dependent_Status
619,0.053916657,0.028073042,0.101077296,Empty Nester,Dependent_Status
661,0.059365861,0.030438965,0.11259042,Empty Nester,Dependent_Status
703,0.056451096,0.03379139,0.092845726,Empty Nester,Dependent_Status
731,0.069254592,0.041470729,0.113449489,Empty Nester,Dependent_Status
787,0.086208269,0.04613225,0.155426292,Empty Nester,Dependent_Status
850,0.094740579,0.055896311,0.156115348,Empty Nester,Dependent_Status
3,0.149688584,0.09793686,0.222728689,Had Child,Dependent_Status
10,0.167389508,0.119713076,0.229201445,Had Child,Dependent_Status
17,0.154021211,0.110409527,0.210730814,Had Child,Dependent_Status
24,0.16540525,0.117435409,0.230336347,Had Child,Dependent_Status
31,0.142935191,0.096473079,0.2130367,Had Child,Dependent_Status
38,0.154426911,0.108592824,0.215294927,Had Child,Dependent_Status
45,0.150602317,0.108008118,0.206111861,Had Child,Dependent_Status
52,0.142151197,0.093749196,0.212527434,Had Child,Dependent_Status
59,0.141224575,0.100290157,0.19544522,Had Child,Dependent_Status
66,0.146371809,0.101442269,0.21622852,Had Child,Dependent_Status
73,0.164102553,0.110531212,0.23741086,Had Child,Dependent_Status
80,0.127775145,0.087852283,0.18282965,Had Child,Dependent_Status
87,0.1364929,0.096460058,0.190051062,Had Child,Dependent_Status
94,0.137452046,0.094382797,0.196373122,Had Child,Dependent_Status
101,0.127923855,0.087070275,0.185004333,Had Child,Dependent_Status
108,0.148118494,0.10422361,0.207114311,Had Child,Dependent_Status
115,0.1532534,0.108944412,0.211786337,Had Child,Dependent_Status
122,0.13716679,0.093026364,0.197803735,Had Child,Dependent_Status
129,0.148790111,0.103306507,0.20934079,Had Child,Dependent_Status
136,0.153506383,0.106890321,0.216666982,Had Child,Dependent_Status
143,0.130932276,0.092679161,0.181333243,Had Child,Dependent_Status
150,0.161592174,0.106702636,0.237217224,Had Child,Dependent_Status
157,0.129916143,0.085627544,0.19347215,Had Child,Dependent_Status
164,0.132786373,0.091794871,0.188051221,Had Child,Dependent_Status
171,0.126600282,0.079279479,0.197175229,Had Child,Dependent_Status
178,0.120710933,0.080142368,0.177845119,Had Child,Dependent_Status
185,0.141026073,0.061114305,0.292838094,Had Child,Dependent_Status
192,0.13523019,0.095542887,0.187873775,Had Child,Dependent_Status
199,0.125221669,0.088586255,0.173801078,Had Child,Dependent_Status
206,0.11305661,0.074427426,0.168289992,Had Child,Dependent_Status
220,0.086837147,0.057815953,0.128439917,Had Child,Dependent_Status
227,0.109259783,0.068493152,0.169865737,Had Child,Dependent_Status
234,0.098577844,0.067638938,0.141447657,Had Child,Dependent_Status
241,0.213540538,0.149530767,0.295432674,Had Child,Dependent_Status
255,0.128789427,0.087402025,0.185647661,Had Child,Dependent_Status
276,0.146063492,0.099092697,0.210106389,Had Child,Dependent_Status
297,0.060664504,0.038552763,0.094215559,Had Child,Dependent_Status
311,0.089780575,0.060007004,0.132537057,Had Child,Dependent_Status
374,0.081694513,0.048727699,0.133827339,Had Child,Dependent_Status
451,0.164809595,0.103299276,0.252627814,Had Child,Dependent_Status
500,0.123645987,0.072085572,0.203978827,Had Child,Dependent_Status
514,0.101560344,0.058179148,0.171401819,Had Child,Dependent_Status
535,0.113757043,0.056858142,0.214637465,Had Child,Dependent_Status
570,0.075504188,0.041007129,0.134938312,Had Child,Dependent_Status
605,0.069096123,0.035528197,0.130101584,Had Child,Dependent_Status
626,0.167740397,0.068826809,0.35466364,Had Child,Dependent_Status
3,0.130865167,0.090558961,0.185371201,Asian,Race
10,0.141669801,0.095465887,0.206350693,Asian,Race
17,0.134736994,0.092491262,0.191096919,Asian,Race
24,0.090623972,0.065322004,0.124467239,Asian,Race
31,0.082181017,0.057402403,0.116252789,Asian,Race
38,0.154241295,0.109300283,0.212379655,Asian,Race
45,0.092452547,0.066441722,0.127291713,Asian,Race
52,0.097164005,0.067517401,0.137917481,Asian,Race
59,0.112734706,0.080436477,0.157294956,Asian,Race
66,0.120254202,0.086727089,0.164394802,Asian,Race
73,0.119283736,0.084897341,0.165226932,Asian,Race
80,0.099071793,0.06680927,0.145052998,Asian,Race
87,0.119385192,0.085192164,0.165012316,Asian,Race
94,0.11442552,0.079659565,0.161268528,Asian,Race
101,0.110441536,0.078196065,0.153956018,Asian,Race
108,0.12714829,0.088773414,0.179135217,Asian,Race
115,0.102898023,0.066844062,0.15448035,Asian,Race
122,0.109180967,0.070647322,0.165516634,Asian,Race
129,0.133248781,0.088086357,0.19402012,Asian,Race
136,0.101878945,0.07023007,0.145731147,Asian,Race
143,0.116502395,0.083486242,0.160338312,Asian,Race
150,0.142177237,0.101145077,0.196076426,Asian,Race
157,0.101306406,0.073410329,0.13870467,Asian,Race
164,0.081969311,0.056670787,0.117205248,Asian,Race
171,0.143411029,0.095108502,0.211085013,Asian,Race
178,0.100774639,0.071024591,0.141123514,Asian,Race
185,0.130302472,0.086755614,0.190093771,Asian,Race
192,0.132458805,0.092292917,0.186636851,Asian,Race
199,0.068670435,0.046972598,0.099346252,Asian,Race
206,0.114466239,0.073833042,0.174545545,Asian,Race
213,0.110984196,0.077574289,0.156301735,Asian,Race
220,0.105855681,0.074874493,0.147607638,Asian,Race
227,0.118707484,0.081223186,0.170573835,Asian,Race
234,0.11063274,0.076188106,0.157649063,Asian,Race
241,0.125493847,0.08750479,0.176780226,Asian,Race
248,0.091320916,0.060056076,0.136535622,Asian,Race
255,0.163868944,0.115940123,0.226213583,Asian,Race
262,0.125910935,0.092303998,0.169469329,Asian,Race
269,0.123690819,0.085362082,0.175736794,Asian,Race
276,0.107529174,0.072728917,0.156349344,Asian,Race
283,0.092004919,0.062714911,0.133094554,Asian,Race
290,0.13336767,0.091862621,0.189877787,Asian,Race
304,0.079552344,0.053028339,0.117630261,Asian,Race
311,0.128096846,0.086065181,0.186467455,Asian,Race
318,0.077848726,0.052074208,0.11488952,Asian,Race
325,0.082767748,0.05060298,0.132523561,Asian,Race
339,0.066747306,0.046229929,0.095459163,Asian,Race
346,0.128534037,0.089409472,0.180973918,Asian,Race
353,0.116402057,0.075220829,0.176618808,Asian,Race
360,0.15296208,0.104022899,0.219288265,Asian,Race
367,0.09681979,0.064983862,0.141802148,Asian,Race
374,0.084616537,0.052983781,0.132512192,Asian,Race
388,0.087643388,0.057842583,0.130663921,Asian,Race
395,0.074140265,0.045136248,0.119450411,Asian,Race
402,0.126745978,0.086481595,0.182021498,Asian,Race
409,0.143854274,0.096500465,0.209225021,Asian,Race
423,0.100875791,0.067543852,0.147658992,Asian,Race
430,0.140548221,0.097222062,0.198927788,Asian,Race
444,0.08143561,0.048219427,0.134388829,Asian,Race
458,0.045527388,0.028840431,0.071161879,Asian,Race
465,0.078095268,0.049397756,0.121375717,Asian,Race
472,0.057633088,0.037360421,0.0878988,Asian,Race
479,0.081471677,0.044669788,0.144196863,Asian,Race
486,0.077363192,0.048603468,0.120984069,Asian,Race
493,0.091150715,0.056045875,0.144890653,Asian,Race
